"Table_Number","Year","Measure","Age","Indigenous_Status","Remoteness","Year_Dollars","Description1","Description2","Description3","Description4","Description5","Description6","Uncertainty","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Total","Aus Gov","Aust"
"3A.4","2014-15","Recurrent expenditure","All ages","All people","All areas","2019-20 dollars","Total government real expenditure","Total ECEC services","Total expenditure","","","","","Derived from State and Territory governments (unpublished); Australian Government Department of Education Skills and Employment (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","268112","360233","261496","338254","181880","52870","46303","59042","1568189","7647920","9216109"
"3A.4","2013-14","Recurrent expenditure","All ages","All people","All areas","2019-20 dollars","Total government real expenditure","Total ECEC services","Recurrent expenditure","","","","","Derived from State and Territory governments (unpublished); Australian Government Department of Education Skills and Employment (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","258698","338253","224689","292122","166795","50031","38378","59313","1428278","6781574","8209852"
"3A.4","2013-14","Recurrent expenditure","All ages","All people","All areas","2019-20 dollars","Total government real expenditure","Total ECEC services","Net capital expenditure","","","","","Derived from State and Territory governments (unpublished); Australian Government Department of Education Skills and Employment (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","0","23961","37864","30180","17131","163","13332","24841","147470","20614","168084"
"3A.4","2013-14","Recurrent expenditure","All ages","All people","All areas","2019-20 dollars","Total government real expenditure","Total ECEC services","Total expenditure","","","","","Derived from State and Territory governments (unpublished); Australian Government Department of Education Skills and Employment (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","258698","362214","262552","323393","183925","50193","51710","84154","1576839","6802187","8379026"
"3A.4","2012-13","Recurrent expenditure","All ages","All people","All areas","2019-20 dollars","Total government real expenditure","Total ECEC services","Recurrent expenditure","","","","","Derived from State and Territory governments (unpublished); Australian Government Department of Education Skills and Employment (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","280305","280818","193949","303549","167010","46989","36623","60376","1369619","5949205","7318824"
"3A.4","2012-13","Recurrent expenditure","All ages","All people","All areas","2019-20 dollars","Total government real expenditure","Total ECEC services","Net capital expenditure","","","","","Derived from State and Territory governments (unpublished); Australian Government Department of Education Skills and Employment (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","0","48734","48565","34374","22410","162","26368","2204","182817","24553","207370"
"3A.4","2012-13","Recurrent expenditure","All ages","All people","All areas","2019-20 dollars","Total government real expenditure","Total ECEC services","Total expenditure","","","","","Derived from State and Territory governments (unpublished); Australian Government Department of Education Skills and Employment (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","280305","329552","242514","337922","189420","47151","62991","62580","1552436","5973758","7526194"
"3A.4","2011-12","Recurrent expenditure","All ages","All people","All areas","2019-20 dollars","Total government real expenditure","Total ECEC services","Recurrent expenditure","","","","","Derived from State and Territory governments (unpublished); Australian Government Department of Education Skills and Employment (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","269751","229852","155836","281018","150503","43478","34834","55862","1221132","5325961","6547093"
"3A.4","2011-12","Recurrent expenditure","All ages","All people","All areas","2019-20 dollars","Total government real expenditure","Total ECEC services","Net capital expenditure","","","","","Derived from State and Territory governments (unpublished); Australian Government Department of Education Skills and Employment (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","0","45530","106492","36253","4990","855","11636","518","206274","34016","240290"
"3A.4","2011-12","Recurrent expenditure","All ages","All people","All areas","2019-20 dollars","Total government real expenditure","Total ECEC services","Total expenditure","","","","","Derived from State and Territory governments (unpublished); Australian Government Department of Education Skills and Employment (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","269751","275382","262328","317271","155493","44333","46470","56380","1427407","5359977","6787383"
"3A.4","2010-11","Recurrent expenditure","All ages","All people","All areas","2019-20 dollars","Total government real expenditure","Total ECEC services","Recurrent expenditure","","","","","Derived from State and Territory governments (unpublished); Australian Government Department of Education Skills and Employment (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","257433","222943","120057","232711","140995","38309","31879","51548","1095877","4960148","6056025"
"3A.4","2010-11","Recurrent expenditure","All ages","All people","All areas","2019-20 dollars","Total government real expenditure","Total ECEC services","Net capital expenditure","","","","","Derived from State and Territory governments (unpublished); Australian Government Department of Education Skills and Employment (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","379","50983","65621","47521","5301","265","1076","2027","173174","5673","178847"
"3A.4","2010-11","Recurrent expenditure","All ages","All people","All areas","2019-20 dollars","Total government real expenditure","Total ECEC services","Total expenditure","","","","","Derived from State and Territory governments (unpublished); Australian Government Department of Education Skills and Employment (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","257812","273926","185678","280232","146297","38575","32956","53575","1269050","4965821","6234871"
"3A.5","2019-20","Recurrent expenditure","All ages","All people","All areas","2019-20 dollars","Australian Government real expenditure","Child care services","Recurrent expenditure","","","","","Derived from Australian Government Department of Education Skills and Employment (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","2795448","2203892","2014376","664145","454844","121615","196335","71180","","8521835",""
"3A.5","2019-20","Recurrent expenditure","All ages","All people","All areas","2019-20 dollars","Australian Government real expenditure","Child care services","Net capital expenditure","","","","","Derived from Australian Government Department of Education Skills and Employment (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","447","353","323","106","72","19","31","11","","1364",""
